type,days_for_shipping_(real),days_for_shipment_(scheduled),benefit_per_order,sales_per_customer,delivery_status,late_delivery_risk,category_id,category_name,customer_city,customer_country,customer_fname,customer_id,customer_lname,customer_segment,customer_state,customer_street,customer_zipcode,department_id,department_name,latitude,longitude,market,order_city,order_country,order_customer_id,order_date,order_id,order_item_cardprod_id,order_item_discount,order_item_discount_rate,order_item_id,order_item_product_price,order_item_profit_ratio,order_item_quantity,sales,order_item_total,order_profit_per_order,order_region,order_state,order_status,product_card_id,product_category_id,product_name,product_price,product_status,shipping_date,shipping_mode,order_year,order_month,order_day,delivery_days,order_weekday
DEBIT,2,1,108.3499985,251.9799957,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Timothy,9457,Smith,Home Office,PR,3996 Indian Lookout,725.0,7,Fan Shop,18.27299118,-66.37055969,Europe,Katowice,Polonia,9457,2016-12-27 00:02:00,49735,957,48.0,0.159999996,124317,299.980011,0.430000007,1,299.980011,251.9799957,108.3499985,Eastern Europe,Silesia,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2016-12-29 00:02:00,First Class,2016,December,27,2,Tuesday
PAYMENT,2,1,33.43000031,189.9199982,Late delivery,1,46,Indoor/Outdoor Games,Carson,EE. UU.,Patricia,8016,Smith,Consumer,CA,2905 Quiet River Trail,90745.0,7,Fan Shop,33.83177567,-118.2174606,Africa,Mogadishu,Somalia,8016,2016-11-01 23:14:00,45965,1014,10.0,0.050000001,114870,49.97999954,0.180000007,4,199.9199982,189.9199982,33.43000031,East Africa,Benadir,PENDING_PAYMENT,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2016-11-03 23:14:00,First Class,2016,November,1,2,Tuesday
TRANSFER,6,4,37.70000076,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,David,2354,Flores,Home Office,PR,9539 Old Diversion,725.0,4,Apparel,18.23071861,-66.3705368,LATAM,Santo Domingo,República Dominicana,2354,2017-02-05 03:28:00,52485,403,0.0,0.0,131184,129.9900055,0.289999992,1,129.9900055,129.9900055,37.70000076,Caribbean,Santo Domingo,PROCESSING,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-02-11 03:28:00,Standard Class,2017,February,5,6,Sunday
PAYMENT,4,2,56.54999924,217.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,8986,Smith,Home Office,PR,4551 Jagged Bay,725.0,5,Golf,18.21183395,-66.3705368,LATAM,Mauá,Brasil,8986,2017-03-01 03:05:00,54128,502,32.5,0.129999995,135345,50.0,0.25999999,5,250.0,217.5,56.54999924,South America,São Paulo,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-03-05 03:05:00,Second Class,2017,March,1,4,Wednesday
PAYMENT,3,2,21.35000038,68.19999695,Late delivery,1,36,Golf Balls,Caguas,Puerto Rico,Russell,1815,Smith,Corporate,PR,1875 Bright Ledge,725.0,6,Outdoors,18.26060486,-66.37052918,Pacific Asia,Bangkok,Tailandia,1815,2016-01-14 18:02:00,25947,792,6.75,0.090000004,64953,14.98999977,0.310000002,5,74.94999695,68.19999695,21.35000038,Southeast Asia,Bangkok,PENDING_PAYMENT,792,36,Hirzl Men's Hybrid Golf Glove,14.98999977,0,2016-01-17 18:02:00,Second Class,2016,January,14,3,Thursday
TRANSFER,1,0,40.50999832,191.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Charles,1822,Smith,Home Office,PR,4806 Middle Canyon,725.0,7,Fan Shop,18.27599907,-66.37050629,USCA,San Francisco,Estados Unidos,1822,2016-05-23 19:15:00,34856,1073,8.0,0.039999999,87078,199.9900055,0.209999993,1,199.9900055,191.9900055,40.50999832,West of USA ,California,PROCESSING,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2016-05-24 07:15:00,Same Day,2016,May,23,0,Monday
DEBIT,5,4,68.61000061,189.0,Late delivery,1,24,Women's Apparel,New York,EE. UU.,Richard,1255,Goodman,Consumer,NY,7236 Cotton Cove,10032.0,5,Golf,40.83852005,-73.94216919,Europe,Valdemoro,España,1255,2017-09-12 23:19:00,67544,502,11.0,0.059999999,168869,50.0,0.360000014,4,200.0,189.0,68.61000061,Southern Europe,Madrid,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-09-17 23:19:00,Standard Class,2017,September,12,5,Tuesday
PAYMENT,3,2,13.0,103.9899979,Late delivery,1,18,Men's Footwear,Dallas,EE. UU.,Mary,782,Joseph,Consumer,TX,7929 Red Island Bay,75240.0,4,Apparel,32.91875839,-96.77437592,USCA,Los Angeles,Estados Unidos,782,2016-08-18 19:39:00,40817,403,26.0,0.200000003,101878,129.9900055,0.129999995,1,129.9900055,103.9899979,13.0,West of USA ,California,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-08-21 19:39:00,Second Class,2016,August,18,3,Thursday
TRANSFER,3,2,23.75,189.9799957,Shipping canceled,0,9,Cardio Equipment,Granada Hills,EE. UU.,Pamela,11154,Dickerson,Home Office,CA,5803 Burning Abbey,91344.0,3,Footwear,34.2639389,-118.4979401,Europe,Arles,Francia,11154,2017-09-04 13:10:00,66967,191,10.0,0.050000001,167403,99.98999786,0.129999995,2,199.9799957,189.9799957,23.75,Western Europe,Provenza-Alpes-Costa Azul,CANCELED,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2017-09-07 13:10:00,Second Class,2017,September,4,3,Monday
TRANSFER,6,2,-37.77000046,83.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,5815,Proctor,Corporate,PR,8498 High Quay,725.0,5,Golf,18.2005806,-66.37059021,LATAM,Sonsonate,El Salvador,5815,2017-06-13 05:45:00,61260,502,17.0,0.170000002,153248,50.0,-0.460000008,2,100.0,83.0,-37.77000046,Central America,Sonsonate,PENDING,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2017-06-19 05:45:00,Second Class,2017,June,13,6,Tuesday
DEBIT,2,2,37.41999817,113.3799973,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Sharon,5441,Smith,Consumer,PR,5382 Hazy Pathway,725.0,4,Apparel,18.21523285,-66.37060547,LATAM,David,Panamá,5441,2015-02-25 20:04:00,3826,365,6.599999905,0.059999999,9513,59.99000168,0.330000013,2,119.9800034,113.3799973,37.41999817,Central America,Chiriquí,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2015-02-27 20:04:00,Second Class,2015,February,25,2,Wednesday
TRANSFER,1,0,-19.82999992,118.75,Late delivery,1,26,Girls' Apparel,Los Angeles,EE. UU.,Tammy,12105,Hahn,Consumer,CA,5032 Thunder Quail Path,90046.0,5,Golf,34.09077072,-118.3511963,LATAM,Villahermosa,México,12105,2015-05-05 12:47:00,8532,567,6.25,0.050000001,21291,25.0,-0.170000002,5,125.0,118.75,-19.82999992,Central America,Tabasco,PROCESSING,567,26,adidas Men's Germany Black Crest Away Tee,25.0,0,2015-05-06 00:47:00,Same Day,2015,May,5,0,Tuesday
DEBIT,6,4,6.460000038,169.9799957,Late delivery,1,9,Cardio Equipment,San Diego,EE. UU.,Mark,10625,Davis,Consumer,CA,7802 Green Willow Extension,92115.0,3,Footwear,32.75856018,-117.0881882,Europe,Dnipropetrovsk,Ucrania,10625,2016-09-09 23:29:00,42335,191,30.0,0.150000006,105716,99.98999786,0.039999999,2,199.9799957,169.9799957,6.460000038,Eastern Europe,Dnipropetrovsk,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2016-09-15 23:29:00,Standard Class,2016,September,9,6,Friday
DEBIT,3,4,56.15000153,172.7700043,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,Jordan,4320,Taylor,Consumer,PR,7192 Green Arbor,725.0,4,Apparel,18.20847893,-66.37060547,Africa,Sale,Marruecos,4320,2016-09-26 20:50:00,43492,365,7.199999809,0.039999999,108641,59.99000168,0.330000013,3,179.9700012,172.7700043,56.15000153,North Africa,Rabat-Salé-Zemur-Zaer,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-09-29 20:50:00,Standard Class,2016,September,26,3,Monday
TRANSFER,2,4,14.13000011,43.47999954,Advance shipping,0,46,Indoor/Outdoor Games,Newark,EE. UU.,Amber,5338,Smith,Home Office,NJ,2221 Lazy Sky Trail,7104.0,7,Fan Shop,40.13269424,-74.06029511,Europe,Rome,Italia,5338,2015-09-02 12:16:00,16751,1014,6.5,0.129999995,41859,49.97999954,0.330000013,1,49.97999954,43.47999954,14.13000011,Southern Europe,Lacio,PENDING,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-09-04 12:16:00,Standard Class,2015,September,2,2,Wednesday
TRANSFER,5,2,17.80999947,47.47999954,Late delivery,1,46,Indoor/Outdoor Games,East Brunswick,EE. UU.,Mary,6951,Williams,Corporate,NJ,263 Harvest Wood,8816.0,7,Fan Shop,40.41255188,-74.41832733,Europe,Alfortville,Francia,6951,2015-06-18 01:31:00,11514,1014,2.5,0.050000001,28803,49.97999954,0.379999995,1,49.97999954,47.47999954,17.80999947,Western Europe,Isla de Francia,PROCESSING,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-06-23 01:31:00,Second Class,2015,June,18,5,Thursday
DEBIT,5,2,2.420000076,24.23999977,Late delivery,1,5,Lacrosse,Caguas,Puerto Rico,Emily,4603,Coleman,Corporate,PR,7539 Tawny Timber Concession,725.0,2,Fitness,18.2863884,-66.37059021,Pacific Asia,Ankara,Turquía,4603,2016-12-07 01:27:00,48369,93,0.75,0.029999999,120975,24.98999977,0.100000001,1,24.98999977,24.23999977,2.420000076,West Asia,Ankara,COMPLETE,93,5,Under Armour Men's Tech II T-Shirt,24.98999977,0,2016-12-12 01:27:00,Second Class,2016,December,7,5,Wednesday
PAYMENT,3,4,21.12000084,240.0,Advance shipping,0,24,Women's Apparel,La Crosse,EE. UU.,Donald,2691,Jimenez,Consumer,WI,9905 Green Elk Court,54601.0,5,Golf,43.8122406,-91.24485779,Africa,Batna,Argelia,2691,2016-10-16 01:32:00,44807,502,10.0,0.039999999,111932,50.0,0.090000004,5,250.0,240.0,21.12000084,North Africa,Batna,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2016-10-19 01:32:00,Standard Class,2016,October,16,3,Sunday
DEBIT,1,0,78.62000275,272.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Sara,5930,Smith,Corporate,PR,3298 Round Creek Expressway,725.0,7,Fan Shop,18.24949074,-66.37057495,LATAM,Sapucaia do Sul,Brasil,5930,2017-03-03 22:42:00,54321,957,27.0,0.090000004,135844,299.980011,0.289999992,1,299.980011,272.980011,78.62000275,South America,Rio Grande do Sul,ON_HOLD,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2017-03-04 10:42:00,Same Day,2017,March,3,0,Friday
DEBIT,2,4,3.75,29.98999977,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Mary,3940,Smith,Consumer,PR,7258 Burning Dale Mountain,725.0,5,Golf,18.21918869,-66.37059021,Europe,Mulhouse,Francia,3940,2017-08-15 00:35:00,65561,627,10.0,0.25,163852,39.99000168,0.129999995,1,39.99000168,29.98999977,3.75,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2017-08-17 00:35:00,Standard Class,2017,August,15,2,Tuesday
PAYMENT,2,2,49.59000015,141.6900024,Shipping on time,0,46,Indoor/Outdoor Games,Baltimore,EE. UU.,Mary,6483,Smith,Consumer,MD,7894 Colonial Knoll,21224.0,7,Fan Shop,39.29849625,-76.51654816,Europe,Boulogne-Billancourt,Francia,6483,2017-09-07 17:53:00,67186,1014,8.25,0.059999999,167926,49.97999954,0.349999994,3,149.9400024,141.6900024,49.59000015,Western Europe,Isla de Francia,PENDING_PAYMENT,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2017-09-09 17:53:00,Second Class,2017,September,7,2,Thursday
TRANSFER,6,4,23.76000023,48.47999954,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Christine,767,Horne,Consumer,PR,2543 Foggy Pond Crescent,725.0,7,Fan Shop,18.2275734,-66.04399109,Europe,Birmingham,Reino Unido,767,2017-08-04 17:14:00,64855,1014,1.5,0.029999999,162118,49.97999954,0.49000001,1,49.97999954,48.47999954,23.76000023,Northern Europe,Inglaterra,SUSPECTED_FRAUD,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2017-08-10 17:14:00,Standard Class,2017,August,4,6,Friday
TRANSFER,4,2,5.809999943,152.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Grace,679,Smith,Corporate,PR,4647 Umber View Farms,725.0,4,Apparel,18.24757767,-66.02545929,Pacific Asia,Yicheng,China,679,2016-01-04 14:54:00,25253,365,27.0,0.150000006,63283,59.99000168,0.039999999,3,179.9700012,152.9700012,5.809999943,Eastern Asia,Hubei,PROCESSING,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-01-08 14:54:00,Second Class,2016,January,4,4,Monday
DEBIT,5,4,-15.31000042,97.48999786,Late delivery,1,18,Men's Footwear,Indianapolis,EE. UU.,Mary,9791,Smith,Home Office,IN,8056 Golden Log Bend,46226.0,4,Apparel,39.92660523,-86.3370285,LATAM,Ciego de Ávila,Cuba,9791,2017-03-24 04:59:00,55709,403,32.5,0.25,139335,129.9900055,-0.159999996,1,129.9900055,97.48999786,-15.31000042,Caribbean,Ciego de Ávila,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-03-29 04:59:00,Standard Class,2017,March,24,5,Friday
CASH,2,1,20.77000046,110.4899979,Late delivery,1,18,Men's Footwear,Crystal Lake,EE. UU.,Mary,1944,Smith,Home Office,IL,9929 Hidden Berry Campus,60014.0,4,Apparel,42.24145126,-88.27947235,Europe,Maisons-Alfort,Francia,1944,2015-10-13 17:38:00,19575,403,19.5,0.150000006,48930,129.9900055,0.189999998,1,129.9900055,110.4899979,20.77000046,Western Europe,Isla de Francia,CLOSED,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-10-15 17:38:00,First Class,2015,October,13,2,Tuesday
PAYMENT,2,2,-38.29999924,335.980011,Shipping on time,0,45,Fishing,Lenoir,EE. UU.,Scott,4334,Parker,Consumer,NC,8324 Little Common,28645.0,7,Fan Shop,36.11019898,-81.52600861,LATAM,Santo Domingo,República Dominicana,4334,2017-06-06 14:41:00,60806,1004,64.0,0.159999996,152158,399.980011,-0.109999999,1,399.980011,335.980011,-38.29999924,Caribbean,Santo Domingo,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-06-08 14:41:00,Second Class,2017,June,6,2,Tuesday
CASH,6,4,4.519999981,71.73999786,Late delivery,1,72,Pet Supplies,Caguas,Puerto Rico,TaShya,19203,Cain,Consumer,PR,3369 Clear Fox Landing,725.0,11,Pet Shop,18.25060272,-66.03705597,Pacific Asia,Manila,Filipinas,19203,2018-01-09 07:12:00,75650,1359,12.65999985,0.150000006,178965,84.40000153,0.059999999,1,84.40000153,71.73999786,4.519999981,Southeast Asia,Capital Nacional,CLOSED,1359,72,Adult dog supplies,84.40000153,0,2018-01-15 07:12:00,Standard Class,2018,January,9,6,Tuesday
DEBIT,4,4,14.68999958,41.97999954,Shipping on time,0,46,Indoor/Outdoor Games,Dallas,EE. UU.,Mary,10256,Little,Home Office,TX,8988 Shady Park,75217.0,7,Fan Shop,32.71303558,-96.69631958,Pacific Asia,Teherán,Irán,10256,2016-12-08 03:23:00,48443,1014,8.0,0.159999996,121152,49.97999954,0.349999994,1,49.97999954,41.97999954,14.68999958,South Asia,Teherán,COMPLETE,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2016-12-12 03:23:00,Standard Class,2016,December,8,4,Thursday
DEBIT,2,4,-3.0,249.8999939,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Rachel,11176,Perez,Consumer,PR,4957 Lost Quail Rise,725.0,7,Fan Shop,18.28899002,-66.37057495,Europe,Montpellier,Francia,11176,2015-10-13 23:14:00,19591,1014,0.0,0.0,48977,49.97999954,-0.01,5,249.8999939,249.8999939,-3.0,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2015-10-15 23:14:00,Standard Class,2015,October,13,2,Tuesday
PAYMENT,2,4,33.63000107,152.8500061,Advance shipping,0,37,Electronics,New York,EE. UU.,Mary,9742,Frost,Home Office,NY,4208 Jagged Apple Dale,10021.0,6,Outdoors,40.64249039,-73.99433136,LATAM,Petare,Venezuela,9742,2015-01-11 05:14:00,701,823,3.119999886,0.02,1732,51.99000168,0.219999999,3,155.9700012,152.8500061,33.63000107,South America,Miranda,PENDING_PAYMENT,823,37,Titleist Pro V1x High Numbers Personalized Go,51.99000168,0,2015-01-13 05:14:00,Standard Class,2015,January,11,2,Sunday
DEBIT,5,2,-26.22999954,120.8899994,Late delivery,1,18,Men's Footwear,Los Angeles,EE. UU.,Maria,3295,Joseph,Corporate,CA,8808 Gentle Crossing,90024.0,4,Apparel,34.06435013,-118.437088,LATAM,Tijuana,México,3295,2015-01-27 05:55:00,1799,403,9.100000381,0.07,4495,129.9900055,-0.219999999,1,129.9900055,120.8899994,-26.22999954,Central America,Baja California,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2015-02-01 05:55:00,Second Class,2015,January,27,5,Tuesday
DEBIT,4,4,2.640000105,263.9599915,Shipping on time,0,17,Cleats,Long Beach,EE. UU.,Rachel,11160,Smith,Consumer,CA,3236 Grand Carrefour,90806.0,4,Apparel,33.79627991,-118.1914597,Africa,Kano,Nigeria,11160,2016-12-09 10:55:00,48533,365,35.99000168,0.119999997,121362,59.99000168,0.01,5,299.9500122,263.9599915,2.640000105,West Africa,Kano,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-12-13 10:55:00,Standard Class,2016,December,9,4,Friday
DEBIT,6,4,7.5,59.99000168,Late delivery,1,17,Cleats,Tallahassee,EE. UU.,Jennifer,12214,Summers,Consumer,FL,2749 Emerald Glen,32308.0,4,Apparel,30.49767876,-84.23183441,Africa,Ibadan,Nigeria,12214,2016-12-14 14:14:00,48885,365,0.0,0.0,122234,59.99000168,0.129999995,1,59.99000168,59.99000168,7.5,West Africa,Oyo,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-12-20 14:14:00,Standard Class,2016,December,14,6,Wednesday
PAYMENT,5,2,163.5500031,347.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,Cynthia,1149,Harper,Consumer,PR,4896 Sleepy Leaf Court,725.0,7,Fan Shop,18.28394127,-66.37052918,Europe,Swansea,Reino Unido,1149,2017-07-18 21:59:00,63704,1004,52.0,0.129999995,159248,399.980011,0.469999999,1,399.980011,347.980011,163.5500031,Northern Europe,Gales,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2017-07-23 21:59:00,Second Class,2017,July,18,5,Tuesday
PAYMENT,6,4,97.44000244,335.980011,Late delivery,1,45,Fishing,Painesville,EE. UU.,Mary,7949,Barrera,Consumer,OH,3495 Round Mount,44077.0,7,Fan Shop,41.72184372,-81.19454956,USCA,Los Angeles,Estados Unidos,7949,2016-07-28 04:27:00,39335,1004,64.0,0.159999996,98200,399.980011,0.289999992,1,399.980011,335.980011,97.44000244,West of USA ,California,PENDING_PAYMENT,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,2016-08-03 04:27:00,Standard Class,2016,July,28,6,Thursday
TRANSFER,2,4,20.59000015,114.3899994,Advance shipping,0,18,Men's Footwear,Ballwin,EE. UU.,Mary,4696,Smith,Corporate,MO,2650 Hidden Common,63021.0,4,Apparel,38.58826065,-90.49710083,Europe,Munich,Alemania,4696,2017-09-02 01:15:00,66796,403,15.60000038,0.119999997,166966,129.9900055,0.180000007,1,129.9900055,114.3899994,20.59000015,Western Europe,Bavaria,PENDING,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2017-09-04 01:15:00,Standard Class,2017,September,2,2,Saturday
CASH,4,2,14.10999966,50.40000153,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,Mary,8997,Smith,Corporate,PR,8668 Shady Panda Expressway,725.0,3,Footwear,18.22680283,-66.37052918,LATAM,Buenos Aires,Argentina,8997,2015-03-06 09:43:00,4413,172,9.600000381,0.159999996,11056,30.0,0.280000001,2,60.0,50.40000153,14.10999966,South America,Buenos Aires,CLOSED,172,9,Nike Women's Tempo Shorts,30.0,0,2015-03-10 09:43:00,Second Class,2015,March,6,4,Friday
PAYMENT,3,4,32.75999832,83.98999786,Advance shipping,0,9,Cardio Equipment,Albuquerque,EE. UU.,Russell,6850,Taylor,Consumer,NM,5520 Bright Hills Gardens,87105.0,3,Footwear,34.99743652,-106.6525803,LATAM,Choluteca,Honduras,6850,2015-04-06 06:20:00,6527,191,16.0,0.159999996,16318,99.98999786,0.389999986,1,99.98999786,83.98999786,32.75999832,Central America,Choluteca,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2015-04-09 06:20:00,Standard Class,2015,April,6,3,Monday
CASH,1,0,29.01000023,111.5800018,Late delivery,1,17,Cleats,Carolina,Puerto Rico,Laura,5565,Orr,Consumer,PR,4920 Gentle Autoroute,983.0,4,Apparel,18.40143013,-65.97364807,Africa,Garoua,Camerún,5565,2016-10-14 21:30:00,44727,365,8.399999619,0.07,111712,59.99000168,0.25999999,2,119.9800034,111.5800018,29.01000023,Central Africa,Nord,CLOSED,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-10-15 09:30:00,Same Day,2016,October,14,0,Friday
PAYMENT,2,1,30.90999985,106.5899963,Late delivery,1,18,Men's Footwear,Daly City,EE. UU.,Christine,9924,Smith,Consumer,CA,5078 Foggy Panda Highlands,94015.0,4,Apparel,37.69598389,-122.4800415,Pacific Asia,Shah Alam,Malasia,9924,2016-02-04 15:43:00,27379,403,23.39999962,0.180000007,68570,129.9900055,0.289999992,1,129.9900055,106.5899963,30.90999985,Southeast Asia,Selangor,PAYMENT_REVIEW,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-02-06 15:43:00,First Class,2016,February,4,2,Thursday
DEBIT,5,4,-72.44000244,86.97000122,Late delivery,1,46,Indoor/Outdoor Games,Elyria,EE. UU.,Joseph,3741,Johnson,Home Office,OH,3847 Wishing Front,44035.0,7,Fan Shop,41.36125946,-82.11012268,LATAM,Tegucigalpa,Honduras,3741,2017-04-06 13:33:00,56624,1014,12.98999977,0.129999995,141633,49.97999954,-0.829999983,2,99.95999908,86.97000122,-72.44000244,Central America,Francisco Morazán,ON_HOLD,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2017-04-11 13:33:00,Standard Class,2017,April,6,5,Thursday
TRANSFER,3,2,3.880000114,38.79000092,Late delivery,1,29,Shop By Sport,Ithaca,EE. UU.,Mary,4149,Smith,Consumer,NY,8428 Honey Freeway,14850.0,5,Golf,42.43708038,-76.48168945,Europe,Preston,Reino Unido,4149,2015-10-14 15:21:00,19637,627,1.200000048,0.029999999,49097,39.99000168,0.100000001,1,39.99000168,38.79000092,3.880000114,Northern Europe,Inglaterra,PROCESSING,627,29,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2015-10-17 15:21:00,Second Class,2015,October,14,3,Wednesday
TRANSFER,3,4,-19.12000084,50.99000168,Shipping canceled,0,17,Cleats,Los Angeles,EE. UU.,Mary,12136,Smith,Corporate,CA,2122 Clear Rise Common,90022.0,4,Apparel,34.02019501,-118.1562881,USCA,Newark,Estados Unidos,12136,2016-07-03 11:19:00,37642,365,9.0,0.150000006,93949,59.99000168,-0.379999995,1,59.99000168,50.99000168,-19.12000084,East of USA,Delaware,SUSPECTED_FRAUD,365,17,Perfect Fitness Perfect Rip Deck,59.99000168,0,2016-07-06 11:19:00,Standard Class,2016,July,3,3,Sunday
PAYMENT,4,4,26.10000038,173.9900055,Shipping on time,0,48,Water Sports,Memphis,EE. UU.,Ralph,6333,Smith,Consumer,TN,3662 Round Barn Gate,38128.0,7,Fan Shop,35.19882584,-89.90473938,LATAM,Managua,Nicaragua,6333,2015-04-10 07:02:00,6803,1073,26.0,0.129999995,17017,199.9900055,0.150000006,1,199.9900055,173.9900055,26.10000038,Central America,Managua,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2015-04-14 07:02:00,Standard Class,2015,April,10,4,Friday
DEBIT,4,4,74.33000183,237.4900055,Shipping on time,0,35,Golf Gloves,Hollister,EE. UU.,Mary,6027,Moore,Corporate,CA,9304 Emerald Oak Plaza,95023.0,6,Outdoors,36.9788475,-121.3809204,LATAM,Tlalpan,México,6027,2017-06-07 07:09:00,60853,773,12.5,0.050000001,152272,249.9900055,0.310000002,1,249.9900055,237.4900055,74.33000183,Central America,Distrito Federal,COMPLETE,773,35,Titleist Small Wheeled Travel Cover,249.9900055,0,2017-06-11 07:09:00,Standard Class,2017,June,7,4,Wednesday
DEBIT,3,2,38.45000076,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Victoria,10191,Gross,Consumer,PR,6567 Red Robin Street,725.0,4,Apparel,18.23155022,-66.37055969,USCA,Seattle,Estados Unidos,10191,2016-06-15 19:24:00,36432,403,16.89999962,0.129999995,90971,129.9900055,0.340000004,1,129.9900055,113.0899963,38.45000076,West of USA ,Washington,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2016-06-18 19:24:00,Second Class,2016,June,15,3,Wednesday
CASH,1,0,26.95999908,82.97000122,Late delivery,1,46,Indoor/Outdoor Games,Salinas,EE. UU.,Mary,2944,Kelley,Corporate,CA,2734 Dusty Blossom Road,93905.0,7,Fan Shop,36.83275986,-121.5656433,USCA,Henderson,Estados Unidos,2944,2016-08-05 23:00:00,39936,1014,16.98999977,0.170000002,99633,49.97999954,0.330000013,2,99.95999908,82.97000122,26.95999908,South of  USA ,Kentucky,CLOSED,1014,46,O'Brien Men's Neoprene Life Vest,49.97999954,0,2016-08-06 11:00:00,Same Day,2016,August,5,0,Friday
TRANSFER,5,2,27.12000084,239.9799957,Late delivery,1,43,Camping & Hiking,Mililani,EE. UU.,Joshua,10623,Mckenzie,Corporate,HI,1014 Easy Spring Cape,96789.0,7,Fan Shop,21.4479599,-158.016037,Pacific Asia,Bangkok,Tailandia,10623,2015-11-18 20:23:00,22049,957,60.0,0.200000003,55160,299.980011,0.109999999,1,299.980011,239.9799957,27.12000084,Southeast Asia,Bangkok,PENDING,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,2015-11-23 20:23:00,Second Class,2015,November,18,5,Wednesday
PAYMENT,0,0,16.39999962,163.9900055,Shipping on time,0,48,Water Sports,Detroit,EE. UU.,Theresa,7219,Smith,Consumer,MI,5490 Middle Bend,48205.0,7,Fan Shop,42.42877197,-82.98252869,USCA,Springfield,Estados Unidos,7219,2016-07-07 11:18:00,37916,1073,36.0,0.180000007,94642,199.9900055,0.100000001,1,199.9900055,163.9900055,16.39999962,US Center ,Misuri,PENDING_PAYMENT,1073,48,Pelican Sunstream 100 Kayak,199.9900055,0,2016-07-07 23:18:00,Same Day,2016,July,7,0,Thursday
